occurrence_id,word,source_type,cue_index,paragraph_clip_index,sentence_clip_index,word_index_in_sentence,sentence_segment_start_main,sentence_segment_end_main,paragraph_segment_start_main,paragraph_segment_end_main,main_video_start,main_video_end,relative_sentence_clip_start,relative_sentence_clip_end,relative_paragraph_clip_start,relative_paragraph_clip_end,sentence_clip_src,paragraph_clip_src,timing_status,sentence_text,paragraph_text,notes
202,possible,paragraph,4,4,15,14,156,166,136,166,165.3333,166,9.3333,10,29.3333,30,segments/sentences/sent_15.mp4,segments/paragraphs/para_4.mp4,estimated-needs-review,"Provide ASL interpreters stationed at the mic, as well as throughout the crowd if possible.","OpenDyslexic and Comic Sans are fonts that are more accessible for people who are dyslexic and/or neurodiverse. Use microphones for all instructions or announcements. Provide ASL interpreters stationed at the mic, as well as throughout the crowd if possible.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
203,organize,paragraph,5,5,16,0,166,180,166,208,166,166.9333,0,0.9333,0,0.9333,segments/sentences/sent_16.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Organize and announce from the mic: Availability of manual wheelchairs for people who need them.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
204,and,paragraph,5,5,16,1,166,180,166,208,166.9333,167.8667,0.9333,1.8667,0.9333,1.8667,segments/sentences/sent_16.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Organize and announce from the mic: Availability of manual wheelchairs for people who need them.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
205,announce,paragraph,5,5,16,2,166,180,166,208,167.8667,168.8,1.8667,2.8,1.8667,2.8,segments/sentences/sent_16.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Organize and announce from the mic: Availability of manual wheelchairs for people who need them.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
206,from,paragraph,5,5,16,3,166,180,166,208,168.8,169.7333,2.8,3.7333,2.8,3.7333,segments/sentences/sent_16.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Organize and announce from the mic: Availability of manual wheelchairs for people who need them.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
207,the,paragraph,5,5,16,4,166,180,166,208,169.7333,170.6667,3.7333,4.6667,3.7333,4.6667,segments/sentences/sent_16.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Organize and announce from the mic: Availability of manual wheelchairs for people who need them.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
208,mic,paragraph,5,5,16,5,166,180,166,208,170.6667,171.6,4.6667,5.6,4.6667,5.6,segments/sentences/sent_16.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Organize and announce from the mic: Availability of manual wheelchairs for people who need them.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
209,availability,paragraph,5,5,16,6,166,180,166,208,171.6,172.5333,5.6,6.5333,5.6,6.5333,segments/sentences/sent_16.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Organize and announce from the mic: Availability of manual wheelchairs for people who need them.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
210,of,paragraph,5,5,16,7,166,180,166,208,172.5333,173.4667,6.5333,7.4667,6.5333,7.4667,segments/sentences/sent_16.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Organize and announce from the mic: Availability of manual wheelchairs for people who need them.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
211,manual,paragraph,5,5,16,8,166,180,166,208,173.4667,174.4,7.4667,8.4,7.4667,8.4,segments/sentences/sent_16.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Organize and announce from the mic: Availability of manual wheelchairs for people who need them.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
212,wheelchairs,paragraph,5,5,16,9,166,180,166,208,174.4,175.3333,8.4,9.3333,8.4,9.3333,segments/sentences/sent_16.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Organize and announce from the mic: Availability of manual wheelchairs for people who need them.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
213,for,paragraph,5,5,16,10,166,180,166,208,175.3333,176.2667,9.3333,10.2667,9.3333,10.2667,segments/sentences/sent_16.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Organize and announce from the mic: Availability of manual wheelchairs for people who need them.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
214,people,paragraph,5,5,16,11,166,180,166,208,176.2667,177.2,10.2667,11.2,10.2667,11.2,segments/sentences/sent_16.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Organize and announce from the mic: Availability of manual wheelchairs for people who need them.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
215,who,paragraph,5,5,16,12,166,180,166,208,177.2,178.1333,11.2,12.1333,11.2,12.1333,segments/sentences/sent_16.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Organize and announce from the mic: Availability of manual wheelchairs for people who need them.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
216,need,paragraph,5,5,16,13,166,180,166,208,178.1333,179.0667,12.1333,13.0667,12.1333,13.0667,segments/sentences/sent_16.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Organize and announce from the mic: Availability of manual wheelchairs for people who need them.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
217,them,paragraph,5,5,16,14,166,180,166,208,179.0667,180,13.0667,14,13.0667,14,segments/sentences/sent_16.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Organize and announce from the mic: Availability of manual wheelchairs for people who need them.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
218,low,paragraph,5,5,17,0,180,194,166,208,180,180.9333,0,0.9333,14,14.9333,segments/sentences/sent_17.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Low stimulation spaces near the main gathering space such as a room or a tent.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
219,stimulation,paragraph,5,5,17,1,180,194,166,208,180.9333,181.8667,0.9333,1.8667,14.9333,15.8667,segments/sentences/sent_17.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Low stimulation spaces near the main gathering space such as a room or a tent.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
220,spaces,paragraph,5,5,17,2,180,194,166,208,181.8667,182.8,1.8667,2.8,15.8667,16.8,segments/sentences/sent_17.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Low stimulation spaces near the main gathering space such as a room or a tent.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
221,near,paragraph,5,5,17,3,180,194,166,208,182.8,183.7333,2.8,3.7333,16.8,17.7333,segments/sentences/sent_17.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Low stimulation spaces near the main gathering space such as a room or a tent.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
222,the,paragraph,5,5,17,4,180,194,166,208,183.7333,184.6667,3.7333,4.6667,17.7333,18.6667,segments/sentences/sent_17.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Low stimulation spaces near the main gathering space such as a room or a tent.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
223,main,paragraph,5,5,17,5,180,194,166,208,184.6667,185.6,4.6667,5.6,18.6667,19.6,segments/sentences/sent_17.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Low stimulation spaces near the main gathering space such as a room or a tent.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
224,gathering,paragraph,5,5,17,6,180,194,166,208,185.6,186.5333,5.6,6.5333,19.6,20.5333,segments/sentences/sent_17.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Low stimulation spaces near the main gathering space such as a room or a tent.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
225,space,paragraph,5,5,17,7,180,194,166,208,186.5333,187.4667,6.5333,7.4667,20.5333,21.4667,segments/sentences/sent_17.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Low stimulation spaces near the main gathering space such as a room or a tent.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
226,such,paragraph,5,5,17,8,180,194,166,208,187.4667,188.4,7.4667,8.4,21.4667,22.4,segments/sentences/sent_17.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Low stimulation spaces near the main gathering space such as a room or a tent.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
227,as,paragraph,5,5,17,9,180,194,166,208,188.4,189.3333,8.4,9.3333,22.4,23.3333,segments/sentences/sent_17.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Low stimulation spaces near the main gathering space such as a room or a tent.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
228,a,paragraph,5,5,17,10,180,194,166,208,189.3333,190.2667,9.3333,10.2667,23.3333,24.2667,segments/sentences/sent_17.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Low stimulation spaces near the main gathering space such as a room or a tent.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
229,room,paragraph,5,5,17,11,180,194,166,208,190.2667,191.2,10.2667,11.2,24.2667,25.2,segments/sentences/sent_17.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Low stimulation spaces near the main gathering space such as a room or a tent.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
230,or,paragraph,5,5,17,12,180,194,166,208,191.2,192.1333,11.2,12.1333,25.2,26.1333,segments/sentences/sent_17.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Low stimulation spaces near the main gathering space such as a room or a tent.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
231,a,paragraph,5,5,17,13,180,194,166,208,192.1333,193.0667,12.1333,13.0667,26.1333,27.0667,segments/sentences/sent_17.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Low stimulation spaces near the main gathering space such as a room or a tent.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
232,tent,paragraph,5,5,17,14,180,194,166,208,193.0667,194,13.0667,14,27.0667,28,segments/sentences/sent_17.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,Low stimulation spaces near the main gathering space such as a room or a tent.,"Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
233,childcare,paragraph,5,5,18,0,194,208,166,208,194,194.9333,0,0.9333,28,28.9333,segments/sentences/sent_18.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,"Childcare and changing stations, and languages available at the event and how to access them.","Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
234,and,paragraph,5,5,18,1,194,208,166,208,194.9333,195.8667,0.9333,1.8667,28.9333,29.8667,segments/sentences/sent_18.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,"Childcare and changing stations, and languages available at the event and how to access them.","Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
235,changing,paragraph,5,5,18,2,194,208,166,208,195.8667,196.8,1.8667,2.8,29.8667,30.8,segments/sentences/sent_18.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,"Childcare and changing stations, and languages available at the event and how to access them.","Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
236,stations,paragraph,5,5,18,3,194,208,166,208,196.8,197.7333,2.8,3.7333,30.8,31.7333,segments/sentences/sent_18.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,"Childcare and changing stations, and languages available at the event and how to access them.","Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
237,and,paragraph,5,5,18,4,194,208,166,208,197.7333,198.6667,3.7333,4.6667,31.7333,32.6667,segments/sentences/sent_18.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,"Childcare and changing stations, and languages available at the event and how to access them.","Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
238,languages,paragraph,5,5,18,5,194,208,166,208,198.6667,199.6,4.6667,5.6,32.6667,33.6,segments/sentences/sent_18.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,"Childcare and changing stations, and languages available at the event and how to access them.","Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
239,available,paragraph,5,5,18,6,194,208,166,208,199.6,200.5333,5.6,6.5333,33.6,34.5333,segments/sentences/sent_18.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,"Childcare and changing stations, and languages available at the event and how to access them.","Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
240,at,paragraph,5,5,18,7,194,208,166,208,200.5333,201.4667,6.5333,7.4667,34.5333,35.4667,segments/sentences/sent_18.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,"Childcare and changing stations, and languages available at the event and how to access them.","Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
241,the,paragraph,5,5,18,8,194,208,166,208,201.4667,202.4,7.4667,8.4,35.4667,36.4,segments/sentences/sent_18.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,"Childcare and changing stations, and languages available at the event and how to access them.","Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
242,event,paragraph,5,5,18,9,194,208,166,208,202.4,203.3333,8.4,9.3333,36.4,37.3333,segments/sentences/sent_18.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,"Childcare and changing stations, and languages available at the event and how to access them.","Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
243,and,paragraph,5,5,18,10,194,208,166,208,203.3333,204.2667,9.3333,10.2667,37.3333,38.2667,segments/sentences/sent_18.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,"Childcare and changing stations, and languages available at the event and how to access them.","Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
244,how,paragraph,5,5,18,11,194,208,166,208,204.2667,205.2,10.2667,11.2,38.2667,39.2,segments/sentences/sent_18.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,"Childcare and changing stations, and languages available at the event and how to access them.","Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
245,to,paragraph,5,5,18,12,194,208,166,208,205.2,206.1333,11.2,12.1333,39.2,40.1333,segments/sentences/sent_18.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,"Childcare and changing stations, and languages available at the event and how to access them.","Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
246,access,paragraph,5,5,18,13,194,208,166,208,206.1333,207.0667,12.1333,13.0667,40.1333,41.0667,segments/sentences/sent_18.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,"Childcare and changing stations, and languages available at the event and how to access them.","Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
247,them,paragraph,5,5,18,14,194,208,166,208,207.0667,208,13.0667,14,41.0667,42,segments/sentences/sent_18.mp4,segments/paragraphs/para_5.mp4,estimated-needs-review,"Childcare and changing stations, and languages available at the event and how to access them.","Organize and announce from the mic: Availability of manual wheelchairs for people who need them. Low stimulation spaces near the main gathering space such as a room or a tent. Childcare and changing stations, and languages available at the event and how to access them.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
248,have,paragraph,6,6,19,0,208,226.25,208,281,208,210.2813,0,2.2813,0,2.2813,segments/sentences/sent_19.mp4,segments/paragraphs/para_6.mp4,estimated-needs-review,Have people who know what’s happening clearly marked.,"Have people who know what’s happening clearly marked. Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc. More communication = more information = better access. Provide seating such as folding chairs, mobile bleachers, etc.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
249,people,paragraph,6,6,19,1,208,226.25,208,281,210.2813,212.5625,2.2813,4.5625,2.2813,4.5625,segments/sentences/sent_19.mp4,segments/paragraphs/para_6.mp4,estimated-needs-review,Have people who know what’s happening clearly marked.,"Have people who know what’s happening clearly marked. Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc. More communication = more information = better access. Provide seating such as folding chairs, mobile bleachers, etc.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
250,who,paragraph,6,6,19,2,208,226.25,208,281,212.5625,214.8438,4.5625,6.8438,4.5625,6.8438,segments/sentences/sent_19.mp4,segments/paragraphs/para_6.mp4,estimated-needs-review,Have people who know what’s happening clearly marked.,"Have people who know what’s happening clearly marked. Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc. More communication = more information = better access. Provide seating such as folding chairs, mobile bleachers, etc.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
251,know,paragraph,6,6,19,3,208,226.25,208,281,214.8438,217.125,6.8438,9.125,6.8438,9.125,segments/sentences/sent_19.mp4,segments/paragraphs/para_6.mp4,estimated-needs-review,Have people who know what’s happening clearly marked.,"Have people who know what’s happening clearly marked. Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc. More communication = more information = better access. Provide seating such as folding chairs, mobile bleachers, etc.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
252,what,paragraph,6,6,19,4,208,226.25,208,281,217.125,219.4063,9.125,11.4063,9.125,11.4063,segments/sentences/sent_19.mp4,segments/paragraphs/para_6.mp4,estimated-needs-review,Have people who know what’s happening clearly marked.,"Have people who know what’s happening clearly marked. Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc. More communication = more information = better access. Provide seating such as folding chairs, mobile bleachers, etc.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
253,happening,paragraph,6,6,19,5,208,226.25,208,281,219.4063,221.6875,11.4063,13.6875,11.4063,13.6875,segments/sentences/sent_19.mp4,segments/paragraphs/para_6.mp4,estimated-needs-review,Have people who know what’s happening clearly marked.,"Have people who know what’s happening clearly marked. Have them spread out throughout the mobilization - at the front, middle and back of the march, throughout the four quadrants of the rally, etc. More communication = more information = better access. Provide seating such as folding chairs, mobile bleachers, etc.",Relative clip timestamp = main video word timestamp - segment start timestamp. Estimates are evenly divided and must be replaced with reviewed sign-level annotation timestamps.
